id,charging_experience_v1,charging_experience_v2,charging_experience_v4,charging_experience_v5,site_size_v1,site_size_v2,energy_v1,site_size_v3,congestion_v1,site_size_v4,economics_v1,energy_v2,energy_v3,congestion_v2,economics_v2,energy_v4,congestion_v3,congestion_v4,utilization_v1,utilization_v2,utilization_v3,charging_experience_v7,congestion_v5,charging_experience_v6,energy_v5,energy_v6,economics_v3,economics_v4,economics_v5,charging_experience_v8,congestion_v6,charging_experience_v3,site_size_v5
a,0.4,0.15,88.13333333333334,10.783333333333333,6.0,60480.0,7718.658,60480.0,2.0,100.0,0.310217,13.202411740558288,45.08704624175847,0.8968609865470852,0.0,0.0,0.0,17.04035874439462,228.0,17.331652336860664,60480.0,10752.15,0.0,43.78333333333333,58464.0,7718.657999999998,867.99,1002.62,134.63,17.778025793650798,38.0,63.26666666666666,50.0
a,0.43333333333333335,0.15,99.45,19.58333333333333,6.0,60480.0,8814.882,60360.0,1.0,99.80158730158728,0.310542,15.077452791461413,50.151042895703824,0.4081632653061225,0.0,0.0,0.0,16.3265306122449,269.0,19.5692791005291,60480.0,12040.86666666667,0.0,42.333333333333336,58464.0,8814.882,735.06,962.37,227.31,19.90884038800706,40.0,56.25,56.0
a,0.4,0.13333333333333333,113.53333333333332,32.53333333333333,6.0,60480.0,8602.762999999992,60480.0,0.0,100.0,0.311302,14.714632936507936,49.40822960972893,0.0,1288.51,0.13955499999999998,0.37735849056603776,13.962264150943394,269.0,21.34711199294534,60480.0,13208.033333333335,1.0,45.06666666666667,58464.0,8602.762999999999,934.85,1214.7,279.85,21.838679453262788,37.0,64.85,70.0
a,0.38333333333333336,0.13333333333333333,107.33333333333331,29.36666666666667,6.0,60480.0,7953.994999999997,60480.0,6.0,100.0,0.311308,13.604944923371649,44.820019508258106,2.752293577981652,2329.55,0.274938,0.4587155963302753,35.321100917431195,223.0,18.171792328042322,60480.0,11428.050000000005,1.0,48.25,58464.0,7953.995,532.04,1020.78,488.74,18.89558531746032,77.0,66.36666666666666,70.0
a,0.3333333333333333,0.11666666666666667,116.9,4.783333333333333,6.0,60480.0,8304.681000000004,60480.0,0.0,100.0,0.297032,14.204777298850574,39.36313609331061,0.0,2426.2,0.274924,0.0,15.319148936170215,245.0,18.338817239858912,60480.0,11182.533333333333,0.0,44.45,58464.0,8304.681,195.16,488.32,293.16,18.48963844797178,36.0,58.11666666666667,70.0
a,0.3666666666666665,0.11666666666666667,148.73333333333332,12.05,6.0,60480.0,9204.378000000002,53890.0,5.0,89.10383597883595,0.297028,15.74366789819376,14.332814670242248,2.0242914979757085,2640.74,0.274934,0.8097165991902834,16.59919028340081,265.0,19.69240520282186,60480.0,12262.616666666672,2.0,42.333333333333336,58464.0,9204.378,256.33,496.63,240.3,20.2754905202822,41.0,59.05,70.0
a,0.35,0.13333333333333333,118.73333333333332,17.9,6.0,60480.0,7521.332000000005,46580.0,88.0,77.01719576719577,0.297041,12.864894636015327,9.615451047267225,7.739665787159192,2253.81,0.275291,6.596306068601582,12.752858399296393,218.0,16.715112433862437,60480.0,10566.216666666667,75.0,42.85,58464.0,7521.331999999998,90.9,150.6,59.7,17.470596340388013,145.0,60.31666666666667,42.0
a,0.3333333333333333,0.11666666666666667,102.38333333333334,4.233333333333333,6.0,60480.0,8092.284999999999,56303.0,157.0,93.09358465608466,0.297117,13.841483648056927,7.712848098497914,13.980409617097061,2351.17,0.275927,8.637577916295639,45.50311665182546,235.0,16.326747134038783,60480.0,9998.666666666664,97.0,39.81666666666667,58464.0,8092.285,17.53,32.98,15.45,16.53218694885361,511.0,56.41666666666666,42.0
a,0.35,0.13333333333333333,99.35,6.1,6.0,60480.0,8178.339999999997,60480.0,206.0,100.0,0.291894,13.988676792556102,20.50271833858155,18.52517985611511,2304.12,0.275909,9.172661870503598,41.36690647482014,247.0,17.050292107583772,60480.0,10420.916666666666,102.0,40.41666666666666,58464.0,8178.34,137.2,329.84,192.64,17.230351631393294,460.0,58.18333333333333,42.0
a,0.31666666666666665,0.08333333333333333,114.41666666666669,15.5,12.0,120960.0,36890.373999999974,113373.0,180.0,93.72767857142857,0.29188600000000003,22.046742924077254,11.022278045886507,14.717906786590351,11868.25,0.310232,12.673753066230585,37.367130008176616,1137.0,43.598476080246925,120960.0,53816.41666666667,155.0,43.61666666666667,167328.0,36890.37399999999,386.17,623.76,237.59,44.491085207231045,457.0,61.46666666666667,42.0
a,0.3,0.08333333333333333,112.46666666666668,11.866666666666667,12.0,120960.0,35981.69899999998,91729.0,51.0,75.83416005291005,0.29188000000000003,21.503692747179194,6.7630340154030275,7.544378698224852,11059.73,0.31064,5.325443786982248,25.443786982248522,1123.0,43.32656801146387,120960.0,53205.98333333332,36.0,44.23333333333333,167328.0,35981.698999999986,282.83,518.67,235.84,43.986428020282176,172.0,63.23333333333333,42.0
a,0.35,0.1,115.98333333333332,6.383333333333334,12.0,120960.0,37390.61799999999,103279.0,49.0,85.38277116402116,0.29186799999999996,22.34570305029642,8.655545847610531,6.990014265335237,11843.34,0.31130599999999997,4.136947218259629,22.111269614835948,1112.0,43.48646935626103,120960.0,53207.66666666663,29.0,44.75,167328.0,37390.618,287.2,354.62,67.42,43.98781966490297,155.0,62.53333333333333,42.0
a,0.2833333333333333,0.08333333333333333,121.95,10.583333333333334,12.0,120960.0,39056.65599999994,110569.0,5.0,91.40955687830686,0.29227800000000004,23.341375023905144,13.463147558213654,1.182033096926714,12160.99,0.311301,1.182033096926714,17.02127659574468,1223.0,45.363866843033506,120960.0,55485.83333333332,5.0,41.35,167328.0,39056.656,318.71,540.13,221.42,45.871224647266295,72.0,60.53333333333333,56.0
a,0.6166666666666667,0.08333333333333333,128.7,111.01666666666668,6.0,80640.0,25406.8,70466.0,1.0,87.38343253968254,0.29291,21.72858511220581,9.350153185453822,0.32362459546925565,4387.16,0.297052,0.0,4.854368932038835,676.0,42.1892154431217,80640.0,39210.66666666668,0.0,46.88333333333333,116928.0,25406.8,316.34,646.16,329.82,48.624338624338634,15.0,70.01666666666667,56.0
a,0.6,0.06666666666666668,133.65,89.16666666666669,6.0,80640.0,26610.299999999992,70588.0,0.0,87.53472222222223,0.29288600000000004,22.757850985221683,5.612670465729876,0.0,4187.46,0.297046,0.0,3.8461538461538463,701.0,43.930080191798936,80640.0,39761.733333333344,0.0,48.71666666666667,116928.0,26610.3,284.68,576.4,291.72,49.30770502645504,9.0,70.63333333333334,56.0
a,0.5333333333333333,0.06666666666666668,125.11666666666666,72.21666666666667,6.0,80640.0,14761.399999999987,67864.0,1.0,84.15674603174604,0.22960999999999998,12.62435002736727,4.200837777871124,0.3703703703703704,2586.02,0.297039,0.0,2.2222222222222223,423.0,25.33033647486773,80640.0,23221.98333333333,0.0,45.51666666666666,116928.0,14761.4,205.95,429.83,223.88,28.79710234788359,6.0,68.46666666666667,56.0
a,0.5166666666666667,0.1,120.31666666666666,13.066666666666665,6.0,80640.0,10995.100000000002,64343.0,23.0,79.79042658730158,0.2296,9.403308018609742,3.651007071011187,5.311778290993073,630.33,0.098844,4.849884526558892,19.630484988452658,309.0,17.202153604497365,80640.0,14095.833333333328,21.0,42.016666666666666,116928.0,10995.1,214.68,430.5,215.82,17.479952050264544,85.0,61.91666666666666,56.0
a,0.3333333333333333,0.08333333333333333,99.13333333333334,13.583333333333336,6.0,80640.0,8466.6,63757.0,28.0,79.06374007936508,0.22959699999999997,7.240866174055826,4.92626214668216,4.745762711864408,0.0,0.0,5.932203389830509,18.8135593220339,234.0,12.744419642857142,80640.0,10527.66666666667,35.0,40.4,116928.0,8466.599999999999,166.0,301.69,135.69,13.0551421957672,111.0,61.93333333333333,56.0
a,0.38333333333333336,0.06666666666666668,93.41666666666669,9.816666666666666,6.0,80640.0,9509.337000000003,62971.0,15.0,78.08903769841271,0.229607,8.13264316502463,15.727345028173273,2.44299674267101,0.0,0.0,2.44299674267101,7.6547231270358305,270.0,13.51488095238096,80640.0,11124.716666666667,15.0,36.48333333333333,116928.0,9509.337,34.67,52.58,17.91,13.795531580687832,47.0,57.0,42.0
a,0.5833333333333334,0.1,108.06666666666666,75.98333333333333,6.0,80640.0,15477.222000000002,63321.0,40.0,78.52306547619048,0.225635,13.23654043513957,20.215594880001888,5.934718100890208,0.0,0.0,6.379821958456973,13.353115727002967,433.0,24.07364004629629,80640.0,23222.766666666652,43.0,41.93333333333333,116928.0,15477.221999999998,141.69,207.81,66.12,28.798073743386226,90.0,62.45,42.0
a,0.43333333333333335,0.06666666666666668,126.1,81.11666666666666,6.0,80640.0,21559.115999999995,68903.0,56.0,85.44518849206351,0.2256050000000001,18.43794129720854,21.13898289391512,8.080808080808081,0.0,0.0,5.1948051948051965,17.748917748917748,590.0,33.87948495370371,80640.0,28864.93333333334,36.0,43.51666666666666,116928.0,21559.116,175.29,283.36,108.07,35.79480820105821,123.0,64.76666666666667,42.0
a,0.5833333333333334,0.1,121.38333333333334,112.26666666666668,6.0,80640.0,22436.67400000002,80640.0,61.0,100.0,0.22563000000000002,19.188452723043245,25.57420117891673,8.714285714285714,0.0,0.0,9.714285714285714,22.285714285714285,614.0,36.472718253968274,80640.0,33082.68333333332,68.0,44.33333333333334,116928.0,22436.67400000001,274.82,352.66,77.84,41.02515294312168,156.0,65.01666666666667,42.0
a,0.65,0.1,131.38333333333333,113.73333333333332,6.0,80640.0,23885.503999999994,80640.0,51.0,100.0,0.225635,20.427531472359053,37.92714639231448,7.544378698224852,0.0,0.0,5.769230769230767,18.343195266272193,674.0,39.45469576719577,80640.0,36240.48333333333,39.0,43.21666666666667,116928.0,23885.504,181.63,250.68,69.05,44.94107556216933,124.0,66.05,42.0
a,0.7833333333333333,0.11666666666666667,131.13333333333333,155.66666666666666,6.0,80640.0,24286.30100000001,80458.0,47.0,99.77430555555556,0.226014,20.770303947728518,37.16841386644761,6.983655274888559,0.0,0.0,3.4175334323922733,16.344725111441306,693.0,41.41069361772487,80640.0,39573.41666666664,23.0,45.2,116928.0,24286.301,205.18,325.46,120.28,49.07417741402113,110.0,66.55,42.0
a,0.6,0.06666666666666668,119.43333333333334,110.65,6.0,80640.0,24161.90499999998,78748.0,46.0,97.65376984126983,0.226381,20.66391711138479,37.60737233783553,6.497175141242938,0.0,0.0,6.073446327683616,25.98870056497175,700.0,41.81148726851854,80640.0,38487.98333333333,43.0,45.18333333333333,116928.0,24161.905,185.65,300.86,115.21,47.728153935185176,184.0,66.33333333333333,42.0
a,0.6666666666666666,0.08333333333333333,133.2,77.15,6.0,80640.0,23657.974999999984,80411.0,16.0,99.71602182539681,0.2264,20.232942494526547,36.06327078475632,2.8218694885361546,2411.91,0.172736,2.1164021164021163,13.403880070546734,676.0,42.49563905423279,80640.0,37124.71666666667,12.0,47.0,116928.0,23657.975,82.19,302.47,220.28,46.03759507275132,76.0,69.65,42.0
a,0.43333333333333335,0.08333333333333333,124.31666666666666,47.03333333333333,8.0,89344.0,23735.52700000001,89239.0,55.0,99.88247671919771,0.229602,17.051384339080457,32.123768943009445,8.076358296622614,4617.19,0.29189499999999996,5.4331864904552125,25.55066079295155,673.0,36.14667278533906,89344.0,34454.266666666685,37.0,45.21666666666667,139200.0,23735.527000000002,32.84,173.12,140.28,38.56360434574978,174.0,66.48333333333333,42.0
a,0.5333333333333333,0.06666666666666668,124.03333333333332,98.41666666666669,8.0,100800.0,25369.437,98413.0,78.0,97.63194444444444,0.2296050000000001,16.27247344519704,15.033603257740126,11.589895988112929,5850.01,0.29188800000000004,7.578008915304606,31.054977711738488,708.0,34.19742063492066,100800.0,41403.60000000002,51.0,47.35,155904.0,25369.436999999994,86.09,220.65,134.56,41.075000000000024,209.0,66.55,42.0
a,0.5,0.05,132.06666666666666,47.31666666666667,10.0,118098.0,19409.164,111696.0,69.0,94.57907839252148,0.22958299999999998,12.44943298440066,8.709308373983113,9.570041608876561,4238.22,0.29188800000000004,17.337031900138694,27.04576976421637,567.0,22.83156079414273,118098.0,28186.13333333334,125.0,45.03333333333333,155904.0,19409.164000000004,79.67,115.48,35.81,23.8667321490062,195.0,65.6,42.0
a,0.4166666666666667,0.05,132.53333333333333,72.1,10.0,119276.0,21604.65200000002,111378.0,13.0,93.37838291022504,0.229677,13.857663690476189,0.08714283524026202,3.62116991643454,5985.93,0.29231,1.949860724233984,20.891364902506965,681.0,27.670109661625126,119276.0,35856.63333333332,7.0,45.1,155904.0,21604.652000000002,42.86,21.36,21.36,30.061901248644585,75.0,71.71666666666667,42.0
a,0.3666666666666665,0.05,130.4,111.36666666666666,10.0,120960.0,21533.57,105719.0,34.0,87.39996693121695,0.225577,13.812070248357966,0.009505700286685232,7.981220657276995,6440.04,0.292902,1.8779342723004693,30.516431924882628,673.0,27.200272817460323,120960.0,37404.81666666669,8.0,45.81666666666667,155904.0,21533.570000000003,112.13,58.65,15.79,30.92329420194005,130.0,72.76666666666667,70.0
a,0.45,0.08333333333333333,136.53333333333333,169.06666666666666,10.0,120960.0,23383.69499999999,118469.0,10.0,97.94064153439152,0.22560300000000005,14.998778094211824,20.0046341622998,3.8610038610038613,6877.12,0.292905,1.1583011583011582,23.938223938223945,721.0,29.19215718694885,120960.0,41958.68333333333,3.0,45.55,155904.0,23383.695000000003,115.52,144.16,32.03,34.68806492504409,62.0,71.33333333333333,70.0
a,0.26666666666666666,0.1,155.06666666666666,87.38333333333334,6.0,60480.0,10714.1,60480.0,1.0,100.0,0.22561900000000001,18.32597837985769,23.317330665032678,0.7633587786259542,2500.14,0.229602,0.0,4.580152671755725,359.0,27.39699074074073,60480.0,17504.61666666667,0.0,36.0,58464.0,10714.1,147.11,138.53,23.01,28.942818562610235,6.0,66.7,70.0
a,0.2333333333333333,0.06666666666666668,142.25,41.016666666666666,6.0,60480.0,11901.899999999998,60480.0,0.0,100.0,0.22561599999999998,20.35765599343185,14.140806302022774,0.0,2909.94,0.22959899999999997,0.0,8.074534161490684,426.0,32.4258983686067,60480.0,20173.35,0.0,38.81666666666667,58464.0,11901.899999999998,95.58,181.17,34.06,33.35540674603174,13.0,68.75,70.0
a,0.21666666666666667,0.08333333333333333,144.21666666666667,62.66666666666666,6.0,60480.0,7146.700000000003,60480.0,1.0,100.0,0.225958,12.224103721948547,7.371293241634466,0.5405405405405406,1728.94,0.229607,0.0,4.864864864864865,259.0,20.53816688712521,60480.0,12864.300000000007,0.0,39.35,58464.0,7146.699999999999,107.99,129.7,34.12,21.27033730158732,9.0,68.13333333333334,70.0
a,0.2333333333333333,0.11666666666666667,113.28333333333332,1.4833333333333334,6.0,60480.0,3826.2,60480.0,2.0,100.0,0.226402,6.544540229885057,3.271604075245629,0.966183574879227,435.33,0.10853399999999999,0.0,7.729468599033816,131.0,9.287229938271606,60480.0,5673.6833333333325,0.0,42.55,58464.0,3826.2,90.1,162.33,54.34,9.381090167548502,16.0,59.35,70.0
a,0.18333333333333326,0.1,104.31666666666666,2.6333333333333333,6.0,60480.0,1667.9999999999998,60480.0,2.0,100.0,0.22638699999999998,2.85303776683087,8.531351382692407,0.8130081300813008,0.0,0.0,0.0,11.788617886178862,53.0,3.716710758377425,60480.0,2259.65,0.0,35.5,58464.0,1667.9999999999998,99.32,161.64,71.54,3.7361937830687832,29.0,59.35,42.0
a,0.25,0.08333333333333333,111.9,5.3,6.0,60480.0,2791.3390000000004,60480.0,10.0,100.0,0.241073,4.774457785987959,20.371452520330905,3.5971223021582728,0.0,0.0,0.0,15.467625899280574,98.0,6.416583994708996,60480.0,3903.233333333335,0.0,31.63333333333333,58464.0,2791.3390000000004,105.11,278.68,179.36,6.453758818342156,43.0,54.45,42.0
a,0.2333333333333333,0.06666666666666668,109.13333333333334,9.35,6.0,60480.0,4769.135000000002,60480.0,11.0,100.0,0.24108800000000002,8.157387452107281,20.684082965053133,3.8194444444444446,0.0,0.0,0.0,22.56944444444445,161.0,11.235504850088176,60480.0,6863.999999999999,0.0,36.5,58464.0,4769.135,99.8,259.17,154.06,11.349206349206348,65.0,61.76666666666666,42.0
a,0.18333333333333326,0.06666666666666668,100.25,7.416666666666668,6.0,60480.0,4819.217999999997,60480.0,10.0,100.0,0.24107399999999998,8.243052134646963,27.63749044662212,2.9761904761904763,0.0,0.0,0.2976190476190476,26.48809523809524,185.0,11.36777998236332,60480.0,6929.499999999997,1.0,27.7,58464.0,4819.218,0.0,271.69,171.89,11.457506613756607,89.0,53.78333333333333,42.0
a,0.21666666666666667,0.1,111.95,15.483333333333333,6.0,60480.0,6311.869000000005,60480.0,9.0,100.0,0.24113099999999998,10.796163451012587,36.508825906715295,2.9702970297029703,0.0,0.0,0.33003300330033003,18.48184818481848,207.0,13.467124118165787,60480.0,8299.6,1.0,28.716666666666665,58464.0,6311.869000000002,76.28,40.51,40.51,13.722883597883598,56.0,56.15,42.0
a,0.26666666666666666,0.1,117.66666666666669,10.366666666666667,6.0,60480.0,7393.02,60480.0,1.0,100.0,0.23689699999999997,12.645422824302134,49.94879711084579,0.3546099290780142,0.0,0.0,0.0,11.347517730496454,246.0,16.318314594356266,60480.0,10019.8,0.0,31.2,58464.0,7393.019999999998,117.03,0.0,0.0,16.567129629629623,32.0,56.58333333333334,42.0
a,0.2833333333333333,0.1,114.3,56.23333333333333,6.0,60480.0,9162.556999999997,60480.0,0.0,100.0,0.23745,15.672134989053092,51.38912523967884,0.0,0.0,0.0,0.0,13.745704467353955,278.0,19.29748126102293,60480.0,12306.783333333326,0.0,38.78333333333333,58464.0,9162.556999999999,55.63,89.31,13.03,20.348517416225725,40.0,56.55,14.0
a,0.3666666666666665,0.1,147.65,114.11666666666666,6.0,60480.0,8897.145,60396.0,8.0,99.86111111111113,0.237738,15.218159893267655,55.56783571874843,2.6490066225165565,0.0,0.0,0.3311258278145696,17.880794701986755,288.0,20.840636022927686,60480.0,13702.166666666672,1.0,37.93333333333333,58464.0,8897.145,62.76,153.63,36.6,22.655698853615533,54.0,60.31666666666667,14.0
a,0.2833333333333333,0.08333333333333333,128.56666666666666,65.13333333333334,6.0,60480.0,9529.041000000003,60422.0,9.0,99.90410052910052,0.237724,16.298989121510672,53.47240184704348,3.0716723549488054,1289.66,0.12497899999999999,1.3651877133105803,13.993174061433447,336.0,23.534667107583765,60480.0,15671.616666666658,4.0,33.9,58464.0,9529.041,77.03,72.51,16.88,25.912064594356252,41.0,58.58333333333334,14.0
a,0.38333333333333336,0.11666666666666667,117.1,44.4,6.0,60480.0,9588.827999999998,60362.0,3.0,99.80489417989418,0.315712,16.401252052545154,45.476301016305655,0.9933774834437086,2266.93,0.22560999999999998,0.0,18.874172185430464,303.0,21.727210097001766,60480.0,13620.516666666661,0.0,38.18333333333333,58464.0,9588.828000000001,87.77,127.42,64.66,22.520695546737198,57.0,62.36666666666667,14.0
a,0.2333333333333333,0.1,117.63333333333334,47.35,6.0,60480.0,8693.134999999998,60480.0,1.0,100.0,0.315708,14.869210112205806,7.66655023124886,0.4854368932038835,2135.09,0.225625,0.0,7.281553398058253,282.0,18.94549162257497,60480.0,12111.166666666668,0.0,34.68333333333333,58464.0,8693.135000000002,113.64,168.59,91.56,20.02507716049383,15.0,57.2,14.0
a,0.26666666666666666,0.1,136.16666666666666,145.63333333333333,6.0,60480.0,8792.312999999995,57129.0,0.0,94.4593253968254,0.315685,15.03884954844007,11.213995718423188,0.0,2066.43,0.225617,0.0,5.829596412556054,291.0,19.606922398589067,60480.0,13402.21666666666,0.0,33.666666666666664,58464.0,8792.313000000002,41.89,231.73,143.96,22.15974977954144,13.0,57.18333333333333,14.0
a,0.3333333333333333,0.11666666666666667,117.48333333333332,21.33333333333333,6.0,60480.0,9542.280000000002,57579.0,0.0,95.203373015873,0.310247,16.321633825944172,12.294842962175727,0.0,2119.37,0.22596999999999998,0.0,2.5641025641025643,302.0,20.71941137566137,60480.0,12823.7,0.0,33.96666666666667,58464.0,9542.28,169.09,246.55,132.91,21.20320767195767,3.0,57.73333333333333,42.0
a,0.26666666666666666,0.08333333333333333,144.6,30.65,6.0,60480.0,8502.154999999988,60480.0,0.0,100.0,0.310235,14.542547550629447,5.830652664754196,0.0,2024.66,0.22639600000000001,0.0,2.469135802469136,293.0,18.76245590828924,60480.0,12248.233333333335,0.0,27.28333333333333,58464.0,8502.155,93.07,75.39,33.5,20.25170855379189,2.0,55.7,42.0
a,0.35,0.11666666666666667,109.16666666666669,61.46666666666667,6.0,60480.0,8821.815,59977.0,0.0,99.1683201058201,0.310232,15.089311371100164,4.145732260758279,0.0,2124.62,0.22640900000000005,0.0,4.761904761904762,302.0,19.77667548500882,60480.0,12702.249999999995,0.0,33.916666666666664,58464.0,8821.815,113.86,224.3,55.21,21.00239748677248,4.0,55.11666666666667,42.0
a,0.3,0.08333333333333333,125.65,16.6,8.0,80640.0,7657.899999999998,80640.0,1.0,100.0,0.310235,9.823865968801314,1.1817588647860358,0.6756756756756757,1751.85,0.2296,0.0,1.3513513513513509,206.0,12.374503968253968,80640.0,10166.999999999996,0.0,47.25,77952.0,7657.9,89.17,187.38,94.31,12.607886904761903,2.0,66.21666666666667,42.0
a,0.3,0.1,130.71666666666667,15.183333333333335,8.0,80640.0,8613.6,80640.0,0.0,100.0,0.310596,11.04987684729064,2.1373805407340116,0.0,1987.2,0.2296010000000001,0.0,2.5641025641025643,223.0,14.128802910052908,80640.0,11542.599999999993,0.0,50.71666666666667,77952.0,8613.6,128.89,131.85,17.99,14.313740079365067,4.0,67.66666666666667,42.0
a,0.3,0.11666666666666667,136.31666666666666,23.966666666666665,8.0,80640.0,4030.5000000000014,80640.0,0.0,100.0,0.31133099999999997,5.170489532019704,6.025297092516106,0.0,999.04,0.22961199999999998,0.0,4.46927374301676,117.0,7.3585689484126995,80640.0,6034.899999999999,0.0,49.36666666666667,77952.0,4030.5,82.49,156.23,67.06,7.483754960317459,8.0,68.5,42.0
a,0.4833333333333333,0.16666666666666666,130.95,13.45,8.0,80640.0,2859.6999999999994,80640.0,0.0,100.0,0.311301,3.6685396141215114,11.577291329110071,0.0,269.57,0.093601,0.0,5.5555555555555545,81.0,4.9420469576719555,80640.0,4044.083333333333,0.0,43.68333333333333,77952.0,2859.7,122.06,182.44,53.55,5.014984292328041,11.0,66.48333333333333,28.0
a,0.2,0.1,77.28333333333333,0.25,8.0,80640.0,337.2000000000001,80640.0,0.0,100.0,0.31138699999999997,1.0093390804597704,19.341329243234163,0.0,0.0,0.0,0.0,11.353711790393016,8.0,0.5037615740740742,80640.0,407.16666666666674,0.0,49.13333333333333,33408.0,337.2000000000001,77.22,198.61,116.12,0.5049189814814815,26.0,65.8,28.0
a,0.43333333333333335,0.11666666666666667,129.3,25.75,8.0,80640.0,880.1229999999997,80640.0,1.0,100.0,0.311359,1.3172338960727972,28.01342177453575,0.5464480874316939,0.0,0.0,0.0,3.8251366120218577,24.0,0.0,80640.0,0.0,0.0,52.65,66816.0,880.123,186.2,482.65,360.59,0.0,7.0,62.73333333333333,28.0
a,0.4833333333333333,0.13333333333333333,137.7,21.216666666666665,8.0,80640.0,3043.7190000000014,73758.0,0.0,91.4657738095238,0.31138000000000005,3.9046066810344815,30.803645139451103,0.0,0.0,0.0,0.0,4.838709677419357,84.0,1.589719742063492,80640.0,1314.5833333333333,0.0,47.83333333333334,77952.0,3043.719,61.97,513.12,435.9,1.6301876653439151,9.0,67.15,28.0
